ER1	ER2	ER3	ER4	ER5	ER6	ER7	ER8	ER9	ER10	ER11	ER12	ER13	ER14
ENSG00000022267	42.4138393262651	14.5979616071934	11.5800150928677	3.04777042308675	3.96291832057714	1.54944060370632	4.41128374883433	1.57870372714874	1.82627085103213	1.69739528510289	3.13433927855907	1.61624511454225	1.81333362193375	0.882526679994268
ENSG00000198938	6312.90726298006	11290.3879061502	10238.049252901	8195.69528113474	5158.53077789526	4591.76722908368	4320.05038039253	4686.48068302397	4062.63082166352	3045.55149029585	3429.90747252719	1814.23514107367	1872.82491345335	2673.28362953764
ENSG00000085063	21.8352728383365	11.5972694990481	10.6588775286623	7.94024399698918	5.74623156483685	7.55352294306831	7.21846431627435	7.00549778922252	5.11355838288996	5.77114396934981	4.46643347194668	5.1719843665352	3.76615444555471	4.08168589497349
ENSG00000011465	445.188224631983	127.975463423062	88.4292061637168	27.2695248381446	19.6164456868568	17.4312067916961	16.8430834046402	12.8269677830835	9.8618625955735	10.014632182107	9.87316872746108	8.72772361852814	9.62461691641759	13.0172685299155
ENSG00000172061	12.5670635040786	6.9745816567702	6.05318970763538	3.68940630163133	0.990729580144285	2.71152105648606	2.40615477209145	1.57870372714874	0.365254170206426	0.509218585530866	0.470150891783861	0.484873534362675	1.53435921855933	0.661895009995701
ENSG00000170801	16.6513591429041	7.7855795238365	6.57955403003845	3.36858836235904	3.76477240454828	3.29256128287593	2.80718056744003	3.15740745429748	1.27838959572249	2.71583245616462	1.72388660320749	1.45462060308802	2.3712824286826	1.54442168998997
ENSG00000182326	52.153313541926	18.8151505159382	10.26410428686	2.3259300597241	3.17033465646171	2.71152105648606	2.00512897674288	1.57870372714874	1.27838959572249	1.18817669957202	1.88060356713544	0.969747068725349	1.2553848151849	2.20631669998567
ENSG00000162599	68.4904960972281	17.6797535020454	10.7904686092631	1.76449866599759	1.58516732823086	0.77472030185316	1.00256448837144	2.5653935566167	0.730508340412852	1.86713481361317	1.25373571142363	0.969747068725349	1.81333362193375	0.661895009995701
ENSG00000133083	48.3831944907024	14.7601611806067	8.68501131965076	8.82249332998797	7.13325297703885	2.71152105648606	8.42154170232008	5.72280101091417	4.2004229573739	3.39479057020577	3.60449017034293	2.5859921832676	3.90564164724192	2.86821170998137
ENSG00000198888	5982.39349282279	10646.7799988464	9748.66202414678	7732.27376785591	4437.7750083403	5657.3950042827	3335.73256570945	4441.09092243529	3883.29102409217	2942.51959649011	3609.11332077881	2217.24586038478	2166.93367821083	2817.9076892217
ENSG00000159403	49.9540774287122	15.4900592609664	9.73773996445691	3.93001975608555	1.88238620227414	1.9368007546329	3.2082063627886	2.4667245736699	2.19152502123856	1.5276557565926	1.09701874749568	2.02030639317781	1.88307722277736	2.09600086498639
ENSG00000107968	131.325813617621	104.132126131313	97.7721728863714	86.5406391187002	75.7908128810378	76.5036298079995	77.9995171952979	73.7057302612567	53.5097359352414	55.8443048798849	53.6755601453241	57.538326077704	63.5364203685248	55.268233334641
ENSG00000162576	45.5556052022847	14.92236075402	8.68501131965076	2.08531660526988	1.68424028624528	1.16208045277974	4.41128374883433	2.17071762482951	2.55677919144498	1.18817669957202	0.940301783567722	0.969747068725349	0.836923210123269	1.9856850299871
ENSG00000087245	275.061602445519	82.3162835072297	73.0330497334268	21.7354153856976	15.7526003242941	11.6208045277974	15.0384673255716	15.2936923567534	8.4008459147478	8.91132524679015	10.7351120290648	7.83878880552991	12.1353865467874	11.9141101799226
ENSG00000147862	64.0920238708006	15.0845603274332	10.7904686092631	2.08531660526988	1.387021412202	0.38736015092658	3.2082063627886	1.38136576125515	2.28283856379016	1.86713481361317	1.72388660320749	1.13137158017957	0.836923210123269	1.3237900199914
ENSG00000198712	4638.34605106159	9730.10910970137	8710.93476252911	7313.20533468149	4519.41112574418	4802.87851133866	3822.57788126262	4361.85972912902	3431.56292908937	2677.38645295704	2821.61057704084	1708.45189832688	1758.79412607405	2560.09958282837
ENSG00000182492	207.670724404898	100.888134663048	94.2192137101507	32.7234298057736	29.3255955722708	32.1508925269061	37.6964247627661	33.7447921678043	15.3406751486699	19.0108271931523	18.0224508517147	16.8089491912394	21.3415418581434	25.5932737198338
ENSG00000289901	213.954256156937	470.540962471868	378.719129969013	319.213849575929	188.436766143443	223.11944693371	112.68824849295	159.054400510235	131.85675544452	99.6371032355394	129.761646132346	84.3679949791054	76.9969353313407	107.447623289302
ENSG00000120885	61.107346288582	13.3003650198874	14.7382010272861	3.52899733199519	1.18887549617314	5.03568196204554	2.40615477209145	1.57870372714874	3.46991461696105	1.5276557565926	3.44777320641498	2.5859921832676	1.2553848151849	0.661895009995701
ENSG00000119699	49.0115476659063	20.0316473165377	23.6863945081384	10.6671964808036	7.72769072512542	11.4271244523341	12.0307738604573	9.07754643110524	6.11800735095763	6.87445090466669	8.61943301603745	6.78822948107744	7.11384728604779	6.39831842995844
ENSG00000212907	792.981707107357	1402.05311258422	1041.14862971328	1076.26398177371	698.563426959735	598.858793332492	451.956071357844	552.743642467952	579.74968166015	450.658448194816	481.434513186674	269.589685105647	255.680040692659	361.615307127651
ENSG00000131016	104.620803671454	29.5203223612134	17.3700226393015	5.93513187653736	1.78331324425971	1.16208045277974	4.8123095441829	2.96006948840388	1.64364376592892	2.03687434212346	1.09701874749568	2.42436767181337	1.95282082362096	3.08884337997994
ENSG00000106624	52.7816667171299	14.1113628869537	16.3172939944954	4.81226908908435	1.98145916028857	1.9368007546329	3.00769346511431	1.97337965893592	2.19152502123856	2.54609292765433	1.88060356713544	2.74761669472182	3.34769284049308	0.882526679994268
ENSG00000152104	12.8812400916805	4.37938848215803	8.42182915844922	5.534109452447	4.35921015263485	6.19776241482528	3.60923215813718	3.35474542019107	2.55677919144498	3.22505104169548	3.13433927855907	2.18193090463204	2.58051323121341	1.87536919498782
ENSG00000178726	69.433025860034	54.174657520029	55.7946181747261	53.0151644647459	34.3783164310067	33.3129729796859	47.7220696464804	44.4010423260583	29.5855877867205	29.8741570178108	26.1717329759683	26.9104811571284	28.1764147408167	28.2408537598166
ENSG00000132386	83.2567957145204	29.8447215080399	17.6332048005031	8.82249332998797	7.13325297703885	5.8104022638987	7.21846431627435	6.61082185743534	2.92203336165141	2.88557198467491	5.01494284569452	3.55573925199295	4.60307765567798	5.73642341996274
ENSG00000157227	40.8429563882553	16.7065560615658	15.2645653496892	7.37881260326267	6.43974227093785	4.64832181111896	8.0205159069715	5.1307871132334	4.56567712758032	4.07374868424693	4.07464106212679	3.8789882749014	4.60307765567798	5.07452840996704
ENSG00000198840	1461.86366211194	2737.36110070889	1681.86560115843	1749.50042733662	1146.86856197502	986.799984485462	485.842751064799	892.559619736718	774.704095007829	574.568304007327	716.588317560568	325.673390580263	342.580567343791	558.639388436372
ENSG00000132824	76.6590873748792	63.0145342710517	53.1627965627107	33.3650656843182	33.8829516409346	36.0244940361719	33.6861668092803	33.6461231848575	26.9374950527239	32.5051197097203	30.324732520059	25.2134237868591	28.2461583416603	26.0345370598309
ENSG00000125740	169.027004129856	135.112244653246	136.065177341195	99.4535611744099	71.3325297703885	96.2589975052551	100.055935939469	82.1912627946812	74.5118507221109	77.5709645292019	70.2091998397232	72.569405642947	74.6953965035018	62.8800259495916
ENSG00000130766	20.7356547817296	14.2735624603669	12.6327437376738	12.0306727227109	7.72769072512542	12.008164678724	14.4369286325487	10.656250158254	7.76165111688655	7.4685392544527	6.73882944890201	6.30335594671477	6.41641127761173	6.39831842995844
ENSG00000139329	80.7433830137047	43.1450865279273	28.4236734097661	8.98290229962412	6.83603410299557	5.8104022638987	5.21333533953148	5.52546304502058	8.03559174454137	5.77114396934981	5.17165980962247	4.04061278635562	5.57948806748846	6.39831842995844
ENSG00000210196	58.9081101753682	62.3657359773986	76.8491910708491	70.0185152461773	34.1801705149778	49.0010590922123	24.6630864139374	26.0486114979542	39.0821962120876	23.9332735199507	28.6008459168515	16.566512424058	21.5507726606742	19.7465344648717
ENSG00000198804	13382.037572318	21306.8603627127	17624.9145624252	17253.1877516397	10749.1187256914	13411.570505531	8047.18412236218	9743.36472803022	11267.2693289853	8166.67793521551	8532.69017650333	5453.04939195409	5401.36291093389	5995.88626388106
ENSG00000061676	18.5364186685159	9.73197440479563	8.68501131965076	5.45390496762893	3.56662648851943	3.09888120741264	3.60923215813718	3.15740745429748	1.82627085103213	2.37635339914404	2.50747142284726	3.39411474053872	2.3712824286826	2.86821170998137
ENSG00000111799	49.0115476659063	23.032339424683	16.3172939944954	6.89758569435423	4.35921015263485	2.71152105648606	8.42154170232008	4.93344914733981	5.6614396381996	3.56453009871606	3.44777320641498	4.5254863207183	3.6266672438675	4.19200172997277
ENSG00000164692	1021.70226288159	282.470557099193	244.62781883683	88.7061602087882	77.0787613352254	55.0051414315743	125.521073944104	81.8952558458408	54.8794390735155	61.6154488492347	54.3807864829999	49.2954759935386	50.773341414145	66.1895009995701
ENSG00000116132	115.459895943722	47.2000758632588	36.0559560846107	18.4470315081567	14.6627977861354	11.6208045277974	16.4420576092916	12.2349538854027	9.31398134026386	6.61984161190125	9.40301783567722	7.59635203834857	10.7405145299153	12.7966368599169
ENSG00000139926	24.5057738329532	6.9745816567702	5.5268253852323	3.68940630163133	1.58516732823086	1.16208045277974	1.6041031813943	1.97337965893592	1.82627085103213	2.03687434212346	0.940301783567722	0.808122557271124	0.97641041181048	1.76505335998854
ENSG00000206538	44.2988988518769	16.5443564881526	12.6327437376738	11.5494458138024	8.71842030526971	6.97248271667844	6.4164127255772	9.47222236289243	9.13135425516065	5.60140444083952	6.89554641282996	5.65685790089787	6.97436008436057	4.19200172997277
ENSG00000143341	28.9042460593807	6.9745816567702	5.26364322403076	1.76449866599759	2.17960507631743	3.48624135833922	2.80718056744003	1.38136576125515	1.09576251061928	1.01843717106173	1.09701874749568	1.2929960916338	1.67384642024654	1.54442168998997
ENSG00000148175	22.6207143073414	16.219957341326	11.8431972540692	11.9504682378928	14.2665059540777	16.6564864898429	7.61949011162293	8.09085660163728	6.93982923392209	8.99619501104529	8.93286694389336	6.94985399253167	6.83487288267336	5.95705508996131
ENSG00000113721	37.0728373370317	9.73197440479563	9.73773996445691	2.08531660526988	1.387021412202	4.26096166019238	3.2082063627886	2.5653935566167	1.64364376592892	0.848697642551443	0.470150891783861	0.646498045816899	1.95282082362096	2.20631669998567
ENSG00000008441	111.846865186299	19.7883479564178	18.5543423647084	4.81226908908435	3.56662648851943	4.64832181111896	6.81743852092578	5.92013897680777	4.2004229573739	3.22505104169548	3.13433927855907	2.74761669472182	5.30051366411404	3.97137005997421
ENSG00000149257	25.1341270081571	9.4075752579691	9.73773996445691	8.34126642107954	6.14252339689457	6.19776241482528	7.21846431627435	7.30150473806291	4.56567712758032	1.86713481361317	2.11567901302737	3.39411474053872	2.65025683205702	4.63326506996991
ENSG00000198695	619.870407338674	1530.51517472753	1244.58844032207	1189.27210088238	685.188577627787	914.944676488581	530.557127246165	659.799488965226	652.891829243986	452.780192301195	438.494065070414	431.941506861416	382.752881429708	376.287313182556
ENSG00000019549	21.3640079569335	9.56977483138236	7.10591835244153	4.17063321053977	3.36848057249057	2.71152105648606	5.61436113488005	2.36805559072311	2.19152502123856	1.69739528510289	3.76120713427089	1.77786962599647	1.95282082362096	2.6475800399828
ENSG00000148344	9.73947421566088	7.7855795238365	10.26410428686	4.01022424090362	4.35921015263485	3.48624135833922	3.60923215813718	2.36805559072311	2.73940627654819	1.18817669957202	2.0373205310634	2.26274316035915	3.06871843711865	2.42694836998424
ENSG00000122870	28.7471577655797	11.1106707788083	6.57955403003845	1.4436807267253	1.78331324425971	2.32416090555948	3.2082063627886	1.77604169304233	1.09576251061928	1.5276557565926	1.0186602655317	0.969747068725349	2.23179522699538	1.76505335998854
ENSG00000172380	37.7011905122357	17.112054995099	13.1591080600769	14.7576252065253	13.0776304579046	8.13456316945818	13.233851246503	12.8269677830835	6.57457506371567	5.60140444083952	6.34703703908212	4.5254863207183	8.78769370629432	7.28084510995271
ENSG00000169604	149.233879110933	40.0632946330753	22.6336658633323	6.09554084617351	4.75550198469257	6.19776241482528	6.4164127255772	4.34143524965903	4.74830421268354	4.4132277412675	5.32837677355042	2.90924120617605	5.44000086580125	6.39831842995844
ENSG00000196628	40.5287798006533	19.6261483830045	10.7904686092631	5.77472290690122	7.13325297703885	11.2334443768708	5.21333533953148	5.72280101091417	6.39194797861245	6.28036255488068	5.79852766533428	4.5254863207183	3.34769284049308	5.51579174996417
ENSG00000141753	161.486766027409	39.9010950596621	46.0568782102692	10.1057650870771	9.11471213732742	8.90928347131134	9.6246190883658	9.86689829467961	5.6614396381996	5.77114396934981	5.32837677355042	3.71736376344717	6.69538568098615	11.4728468399255
ENSG00000130600	735.9586564576	167.957658269431	123.432433603521	123.514906619832	154.751960418537	131.121411088647	236.003680562636	192.009840814465	117.885783434124	76.6373971223953	81.101028832716	58.0231996120667	75.3928325119378	55.268233334641
ENSG00000186818	6.9118849272432	5.67698506946411	8.68501131965076	8.98290229962412	11.789682003717	11.6208045277974	9.22359329301723	11.2482640559348	15.5233022337731	13.6640320450782	12.7724325601282	14.3037692636989	13.5302585636595	16.1061119098954
ENSG00000071967	104.306627083852	30.3313202282797	14.2118367048831	6.4163587854458	4.95364790072142	3.8736015092658	5.21333533953148	7.10416677216932	2.92203336165141	3.56453009871606	3.76120713427089	3.71736376344717	4.11487244977274	6.17768675995988
ENSG00000116962	27.3333631213708	5.67698506946411	4.86886998222846	2.88736145345061	1.78331324425971	0.77472030185316	3.2082063627886	2.5653935566167	1.4610166808257	1.35791622808231	1.41045267535158	1.45462060308802	1.2553848151849	1.76505335998854
ENSG00000108821	1787.35060686757	545.071666455262	555.709133377048	227.780736883326	225.490052440839	201.814638632748	370.347322004409	248.448499060033	180.709500709629	185.355565133235	174.19090540592	161.705323709952	168.012334432246	216.219036598596
ENSG00000173706	19.7931250189237	5.51478549605085	6.57955403003845	2.24572557490603	2.37775099234628	5.42304211297212	3.2082063627886	3.55208338608466	3.28728753185783	2.37635339914404	2.82090535070317	1.9394941374507	1.67384642024654	1.54442168998997
ENSG00000091136	31.2605704663954	8.35327803078291	6.97432727184076	2.88736145345061	2.47682395036071	1.16208045277974	3.2082063627886	3.84809033492505	0.913135425516065	1.69739528510289	1.72388660320749	1.45462060308802	2.4410260295262	1.9856850299871
ENSG00000162493	9.42529762805891	6.32578336311716	6.05318970763538	2.56654351417832	3.07126169844728	2.32416090555948	2.40615477209145	2.36805559072311	1.4610166808257	1.69739528510289	1.72388660320749	1.2929960916338	3.13846203796226	1.3237900199914
ENSG00000228253	111.375600304896	222.6189145097	127.380166021544	133.460262737273	97.9831554762698	85.2192332038476	44.5138632836918	71.14033670464	90.5830342111936	53.6376910092512	55.7128806763875	33.8603351496601	59.9097531246573	47.2151773796933
ENSG00000154096	19.6360367251227	9.650874618089	5.00046106282922	2.64674799899639	2.97218874043286	2.32416090555948	3.00769346511431	3.65075236903146	1.4610166808257	2.63096269190947	2.3507544589193	1.53543285881514	2.23179522699538	2.31663253498495
ENSG00000101825	46.6552232588916	23.8433372917493	17.1068404781	11.068218904894	7.52954480909657	8.13456316945818	8.82256749766865	9.07754643110524	6.57457506371567	8.48697642551443	8.61943301603745	6.38416820244188	8.02051409701466	7.50147677995128
ENSG00000136859	32.9885416982062	8.5965773909028	8.68501131965076	2.56654351417832	2.57589690837514	1.54944060370632	3.60923215813718	2.5653935566167	1.27838959572249	1.18817669957202	1.09701874749568	0.969747068725349	2.3712824286826	2.6475800399828
ENSG00000186340	21.3640079569335	9.650874618089	9.07978456145307	3.44879284717712	1.387021412202	3.09888120741264	2.00512897674288	2.5653935566167	2.37415210634177	2.12174410637861	1.25373571142363	0.969747068725349	2.23179522699538	2.6475800399828
ENSG00000109686	72.1035268546507	16.3821569147393	12.6327437376738	8.02044848180725	9.51100396938514	5.42304211297212	8.0205159069715	7.10416677216932	4.2004229573739	4.92244632679837	6.89554641282996	5.65685790089787	6.83487288267336	4.63326506996991
ENSG00000204262	49.9540774287122	22.8701398512697	17.3700226393015	9.46412920853255	11.6906090457026	8.52192332038475	13.6348770418516	9.47222236289243	8.21821882964458	8.48697642551443	8.30599908818154	9.05097264143659	8.78769370629432	7.94274011994841
ENSG00000119508	112.0039534801	83.9382792413623	68.953726234803	58.5492739171929	58.948410018585	60.4281835445464	55.3415597581034	54.0706026548443	40.7258399780165	45.0658448194816	47.7986739980259	46.3054225316354	50.3548798090834	45.6707556897034
ENSG00000102802	28.9042460593807	10.7051718452752	8.42182915844922	1.60408969636145	2.37775099234628	2.71152105648606	3.60923215813718	2.17071762482951	0.365254170206426	1.01843717106173	1.41045267535158	2.10111864890492	1.2553848151849	2.42694836998424
ENSG00000145730	21.9923611321375	9.89417397820888	7.2375094330423	5.45390496762893	5.34993973277914	3.8736015092658	6.4164127255772	3.84809033492505	4.01779587227069	3.05531151318519	3.13433927855907	3.07086571763027	3.20820563880586	4.41263339997134
ENSG00000172986	29.8467758221866	10.6240720585686	9.3429667226546	6.57676775508194	6.14252339689457	2.71152105648606	10.0256448837144	4.93344914733981	4.74830421268354	2.54609292765433	3.91792409819884	3.63655150772006	4.32410325230356	3.64042255497636
ENSG00000135318	14.6092113234913	9.00207632443595	11.4484240122669	4.97267805872049	4.95364790072142	2.32416090555948	5.61436113488005	2.96006948840388	2.37415210634177	3.56453009871606	2.50747142284726	3.55573925199295	2.92923123543144	3.53010671997707
ENSG00000135862	51.0536954853191	12.9759658730608	9.73773996445691	5.29349599799278	3.96291832057714	2.71152105648606	3.2082063627886	4.14409728376544	3.10466044675462	3.56453009871606	2.82090535070317	3.07086571763027	3.6964108447111	3.97137005997421
ENSG00000196154	40.5287798006533	38.8467978324759	48.9518819834861	68.3342210649978	83.8157224802065	48.8073790167491	88.2256749766865	72.4230334829484	88.0262550197486	87.9250757683295	96.6943667435474	103.358875074977	83.134372205578	102.152463209337
ENSG00000168542	1100.71767466348	415.555307084773	372.402758100176	146.212775823346	169.117539330629	148.746297955807	187.07853353011	147.016784590726	154.502513997318	146.8246921614	138.224362184455	118.874828174582	123.655404295713	159.296065738965
ENSG00000166250	20.8927430755306	4.37938848215803	5.00046106282922	2.80715696863254	1.28794845418757	1.9368007546329	2.20564187441716	1.97337965893592	1.4610166808257	1.5276557565926	1.72388660320749	1.61624511454225	1.67384642024654	1.54442168998997
ENSG00000143387	75.7165576120733	29.8447215080399	16.3172939944954	4.01022424090362	6.14252339689457	5.03568196204554	5.21333533953148	4.34143524965903	1.27838959572249	2.03687434212346	2.0373205310634	4.04061278635562	4.60307765567798	5.73642341996274
ENSG00000211459	314748.231903106	505119.802929121	538013.422813259	395726.281344371	256031.174134989	241988.534605646	231282.403873998	241473.588655524	226103.928177682	168402.914593034	189690.448213841	124170.778541403	114728.781336538	184946.041797989
ENSG00000163430	122.214692577164	42.0096895140344	30.9239039411807	11.7098547834386	11.096171297616	11.8144846032607	6.81743852092578	12.8269677830835	10.4097438508831	10.5238507676379	10.3433196192449	9.61665843152638	10.8102581307589	11.0315834999283
ENSG00000182463	41.7854861510612	9.24537568455584	6.84273619123999	4.33104218017591	1.98145916028857	3.48624135833922	2.40615477209145	1.97337965893592	1.82627085103213	1.86713481361317	2.97762231463112	2.10111864890492	3.20820563880586	2.31663253498495
ENSG00000225630	16.0230059677002	29.3581227878001	28.6868555709677	22.6978692035145	18.6257161067126	15.4944060370632	10.0256448837144	14.2083335443386	17.5322001699084	8.99619501104529	11.4403383667406	5.65685790089787	10.7405145299153	7.94274011994841
ENSG00000150093	57.1801389435574	38.3601991122361	31.8450415053861	17.8053956296121	19.418299770828	18.5932872444758	18.0461607906859	18.9444447257849	16.9843189145988	18.6713481361317	21.1567901302737	16.8089491912394	15.0646177822188	15.2235852299011
ENSG00000210082	572110.696286068	1059142.77724234	1025055.83010229	748190.183373388	491691.065716009	455250.053058425	412576.942357795	447179.177647919	443023.540245523	355672.971868337	378616.117643714	245564.847976022	215896.756412247	315350.831613982
ENSG00000011028	22.6207143073414	6.24468357641053	3.55295917622077	3.04777042308675	2.27867803433186	2.32416090555948	5.21333533953148	2.96006948840388	1.73495730848052	1.69739528510289	1.56716963927954	1.61624511454225	1.46461561771572	2.42694836998424
ENSG00000077782	17.750977199511	7.46118037700998	5.79000754643384	2.56654351417832	1.88238620227414	0.77472030185316	3.2082063627886	2.17071762482951	1.09576251061928	2.54609292765433	2.3507544589193	1.53543285881514	0.97641041181048	1.87536919498782
ENSG00000128595	32.9885416982062	20.842645183604	24.2127588305415	12.3514906619832	9.90729580144285	8.52192332038475	15.2389802232459	12.2349538854027	12.4186417870185	11.0330693531688	11.4403383667406	9.21259715289082	9.27589891219956	9.04589846994125
ENSG00000124766	23.8774206577492	7.62337995042324	3.8161413374223	2.48633902936025	1.78331324425971	2.71152105648606	2.80718056744003	1.18402779536155	1.82627085103213	1.86713481361317	1.64552812124351	1.9394941374507	1.39487201687211	2.20631669998567
ENSG00000151466	27.6475397089728	40.0632946330753	35.2664096010061	37.5356988948579	39.9264020798147	42.4159365264605	41.3056569209032	39.3689241957716	44.9262629353904	48.2060260969219	58.6905029910186	56.5685790089787	72.1148832722883	52.8412849646568
ENSG00000196547	52.153313541926	42.6584878076875	38.0298222936223	28.6330010800519	21.2016130150877	30.7951319986631	30.4779604464917	27.0353013274221	22.0978772974888	20.029264364214	19.5896204909942	23.1123051379542	25.5261579087597	21.6219036598596
ENSG00000102024	15.0804762048943	7.46118037700998	4.73727890162769	2.88736145345061	2.17960507631743	1.16208045277974	3.60923215813718	2.76273152251029	0.913135425516065	1.18817669957202	2.97762231463112	1.45462060308802	1.95282082362096	1.54442168998997
ENSG00000167315	9.42529762805891	6.56908272323705	7.63228267484461	7.2986081184446	6.63788818696671	6.58512256575186	7.01795141860006	5.52546304502058	5.20487192544157	3.98887891999178	5.79852766533428	4.04061278635562	3.20820563880586	3.86105422497492
